toneladas,ag_cabeza,ag_concentrado_pb,ag_colas_pb,ag_colas_zn,au_recuperacion,zn_recuperacion,pb_contenido,zn_contenido,ag_concentrado_pb_ley,ag_concentrado_zn_ley,zn_concentrado_zn_ley,ag_concentrado_fe_ley,toneladas_lag1,toneladas_lag2,toneladas_lag3,ag_cabeza_lag2,ag_cabeza_lag3,ag_concentrado_pb_lag1,ag_concentrado_pb_lag2,ag_concentrado_pb_lag3,ag_colas_pb_lag1,ag_colas_pb_lag2,ag_colas_zn_lag1,ag_colas_zn_lag3,ag_concentrado_fe_lag3,ag_colas_fe_lag3,pb_recuperacion_lag1,pb_recuperacion_lag2,pb_recuperacion_lag3,zn_recuperacion_lag1,zn_recuperacion_lag2,zn_recuperacion_lag3,fe_recuperacion_lag2,ag_contenido_lag1,zn_contenido_lag2,zn_contenido_lag3,ag_concentrado_pb_ley_lag1,ag_concentrado_pb_ley_lag2,ag_concentrado_pb_ley_lag3,ag_concentrado_zn_ley_lag1,ag_concentrado_zn_ley_lag2,ag_concentrado_zn_ley_lag3,zn_concentrado_zn_ley_lag2,zn_concentrado_zn_ley_lag3,ag_concentrado_fe_ley_lag2,ag_concentrado_fe_ley_lag3,pb_recuperacion
2193.7266,424.0100010136701,17014.630406767737,82.99997550570437,639.5007513572285,60.14497732335421,84.58289617022201,19.237041044620614,39.81780543129662,17014.630406767737,957.040670989548,49.28401442263252,639.5007513572285,2042.2,2090.09392,2037.84508,686.7999993912923,576.9500011348632,17571.967330021052,14596.916918095454,17620.370784518334,110.71998563040952,88.71999641200847,640.012590088564,640.1674648931195,47.46285625540161,47.46,85.15939369348972,88.62684115812824,88.87063951884758,82.52066930300693,73.36918495451695,80.84845761897772,7.220692181009978,924.054142108918,42.1203671364012,41.466934906176895,17571.967330021052,14596.916918095454,17620.370784518334,979.5105091251208,816.7934672042992,940.905245509035,48.26174793580238,47.449745632802696,640.0328971770181,640.1674648931195,87.78810843174854
2123.5305,688.5799920143199,11188.925952542668,80.74997247053585,640.3653587163092,76.7312135077126,71.96521394336418,39.71528574981913,34.791124019694955,11188.925952542668,935.9757613280834,51.22503665230438,640.3653587163092,2193.7266,2042.2,2090.09392,495.3500017116912,686.7999993912923,17014.630406767737,17571.967330021052,14596.916918095454,82.99997550570437,110.71998563040952,639.5007513572285,640.0328971770181,47.46280259371623,47.46,87.78810843174854,85.15939369348972,88.62684115812824,84.58289617022201,82.52066930300693,73.36918495451695,12.83018561763282,832.2017763909807,45.34766509805318,42.1203671364012,17014.630406767737,17571.967330021052,14596.916918095454,957.040670989548,979.5105091251208,816.7934672042992,42.84181703712132,48.26174793580238,640.012590088564,640.0328971770181,95.59385774104436
2098.52454,685.5899909438714,11188.929904574316,110.41999734641963,640.5512537534257,76.9450428502702,71.05842878813814,27.40729987722901,32.00976983730098,11188.929904574316,1397.5021255673344,47.70578778686892,640.5512537534257,2123.5305,2193.7266,2042.2,424.0100010136701,495.3500017116912,11188.925952542668,17014.630406767737,17571.967330021052,80.74997247053585,82.99997550570437,640.3653587163092,640.012590088564,47.461492424074514,47.46,95.59385774104436,87.78810843174854,85.15939369348972,71.96521394336418,84.58289617022201,82.52066930300693,1.3284478598846623,1370.673772148838,39.81780543129662,45.34766509805318,11188.925952542668,17014.630406767737,17571.967330021052,935.9757613280834,957.040670989548,979.5105091251208,49.28401442263252,42.84181703712132,639.5007513572285,640.012590088564,93.4232063073372
2162.20112,437.4500017887459,11188.845912886673,94.26999430392992,640.1950534136525,70.7185839424906,81.1910710715948,23.74092667478819,41.41287896371703,11188.845912886673,875.4874570883808,48.31355067989917,640.1950534136525,2098.52454,2123.5305,2193.7266,688.5799920143199,424.0100010136701,11188.929904574316,11188.925952542668,17014.630406767737,110.41999734641963,80.74997247053585,640.5512537534257,639.5007513572285,47.46464863441449,47.46,93.4232063073372,95.59385774104436,87.78810843174854,71.05842878813814,71.96521394336418,84.58289617022201,3.216895939227226,1350.2574700879218,34.791124019694955,39.81780543129662,11188.929904574316,11188.925952542668,17014.630406767737,1397.5021255673344,935.9757613280834,957.040670989548,51.22503665230438,49.28401442263252,640.3653587163092,639.5007513572285,92.97709408830916
2157.05485,520.3400019506264,16700.83073911118,100.5499999753508,640.3086549498565,68.34014517402906,86.05322575596985,22.485027656900755,45.83288387518718,16700.83073911118,889.4572419583121,48.83415463511887,640.3086549498565,2162.20112,2098.52454,2123.5305,685.5899909438714,688.5799920143199,11188.845912886673,11188.929904574316,11188.925952542668,94.26999430392992,110.41999734641963,640.1950534136525,640.3653587163092,47.4699593263798,47.46,92.97709408830916,93.4232063073372,95.59385774104436,81.1910710715948,71.05842878813814,71.96521394336418,16.80119652891769,852.645194613543,32.00976983730098,34.791124019694955,11188.845912886673,11188.929904574316,11188.925952542668,875.4874570883808,1397.5021255673344,935.9757613280834,47.70578778686892,51.22503665230438,640.5512537534257,640.3653587163092,87.94535382319741
2016.65373,607.2200049158213,11188.849334974402,111.99997526642034,640.3818490688606,77.73494452051688,78.13318189757132,30.84664475122771,44.29455852237481,11188.849334974402,951.447751038222,43.15489956236834,640.3818490688606,2157.05485,2162.20112,2098.52454,437.4500017887459,685.5899909438714,16700.83073911118,11188.845912886673,11188.929904574316,100.5499999753508,94.26999430392992,640.3086549498565,640.5512537534257,47.46210359528197,47.46,87.94535382319741,92.97709408830916,93.4232063073372,86.05322575596985,81.1910710715948,71.05842878813814,12.534185767645155,1029.676804261034,41.41287896371703,32.00976983730098,16700.83073911118,11188.845912886673,11188.929904574316,889.4572419583121,875.4874570883808,1397.5021255673344,48.31355067989917,47.70578778686892,640.1950534136525,640.5512537534257,92.5857797560939
2069.29758,536.4300016725788,11188.867010307136,112.24996276228984,640.0254515160373,75.67215249379724,81.81265414509902,32.79435313959121,54.20123444192405,11188.867010307136,819.1953425881447,45.836211429710325,640.0254515160373,2016.65373,2157.05485,2162.20112,520.3400019506264,437.4500017887459,11188.849334974402,16700.83073911118,11188.845912886673,111.99997526642034,100.5499999753508,640.3818490688606,640.1950534136525,47.46203349957839,47.46,92.5857797560939,87.94535382319741,92.97709408830916,78.13318189757132,86.05322575596985,81.1910710715948,14.591988161255912,1140.5141693411083,45.83288387518718,41.41287896371703,11188.849334974402,16700.83073911118,11188.845912886673,951.447751038222,889.4572419583121,875.4874570883808,48.83415463511887,48.31355067989917,640.3086549498565,640.1950534136525,91.56054557757462
2096.82879,512.1099998730983,11188.886657673384,92.72999601848385,640.4993184394409,76.01279361153675,78.82271069657267,28.629865605935848,41.071863652663936,11188.886657673384,810.9099210203025,49.39206797966303,640.4993184394409,2069.29758,2016.65373,2157.05485,607.2200049158213,520.3400019506264,11188.867010307136,11188.849334974402,16700.83073911118,112.24996276228984,111.99997526642034,640.0254515160373,640.3086549498565,47.461893598646895,47.46,91.56054557757462,92.5857797560939,87.94535382319741,81.81265414509902,78.13318189757132,86.05322575596985,15.41232249504515,1024.213075005904,44.29455852237481,45.83288387518718,11188.867010307136,11188.849334974402,16700.83073911118,819.1953425881447,951.447751038222,889.4572419583121,43.15489956236834,48.83415463511887,640.3818490688606,640.3086549498565,93.42017997595768
2042.2,500.7800004867788,11188.87806576429,86.94998731658062,640.3618162228182,73.47901042478611,74.61125538675012,23.85754840871506,34.925199484516554,11188.87806576429,774.7213000627579,47.17374651165199,640.3618162228182,2096.82879,2069.29758,2016.65373,536.4300016725788,607.2200049158213,11188.886657673384,11188.867010307136,11188.849334974402,92.72999601848385,112.24996276228984,640.4993184394409,640.3818490688606,47.46190080344677,47.46,93.42017997595768,91.56054557757462,92.5857797560939,78.82271069657267,81.81265414509902,78.13318189757132,16.813706595723723,984.2229283260164,54.20123444192405,44.29455852237481,11188.886657673384,11188.867010307136,11188.849334974402,810.9099210203025,819.1953425881447,951.447751038222,45.836211429710325,43.15489956236834,640.0254515160373,640.3818490688606,91.68854535274532
2094.3195,395.89999956373225,13974.507467501122,76.46998852968916,639.8179063319117,71.18135629650266,79.29374899752328,17.839628030048726,34.2712270865007,13974.507467501122,806.2267161205292,52.38405050475833,639.8179063319117,2042.2,2096.82879,2069.29758,512.1099998730983,536.4300016725788,11188.87806576429,11188.886657673384,11188.867010307136,86.94998731658062,92.72999601848385,640.3618162228182,640.0254515160373,47.46109414023004,47.46,91.68854535274532,93.42017997595768,91.56054557757462,74.61125538675012,78.82271069657267,81.81265414509902,13.072670053776283,934.7963951324136,41.071863652663936,54.20123444192405,11188.87806576429,11188.886657673384,11188.867010307136,774.7213000627579,810.9099210203025,819.1953425881447,49.39206797966303,45.836211429710325,640.4993184394409,640.0254515160373,90.13870883785157
1999.90076,402.0099995088737,11188.898798669894,103.779997574787,639.269739674859,67.61234773828504,81.33329759395568,19.83710880324503,43.76633305151047,11188.898798669894,940.5548082845876,42.11027282896118,639.269739674859,2094.3195,2042.2,2096.82879,500.7800004867788,512.1099998730983,13974.507467501122,11188.87806576429,11188.886657673384,76.46998852968916,86.94998731658062,639.8179063319117,640.4993184394409,47.46254289577672,47.46,90.13870883785157,91.68854535274532,93.42017997595768,79.29374899752328,74.61125538675012,78.82271069657267,11.306808509472749,735.9058397976073,34.925199484516554,41.071863652663936,13974.507467501122,11188.87806576429,11188.886657673384,806.2267161205292,774.7213000627579,810.9099210203025,47.17374651165199,49.39206797966303,640.3618162228182,640.4993184394409,88.4686105450095
1932.51951,359.3300010911662,13309.557354306124,77.79996125147942,639.2594284622004,59.00385711213013,82.15418703293936,16.245639320796126,37.87564971092057,13309.557354306124,772.1031844335573,48.88131081876914,639.2594284622004,1999.90076,2094.3195,2042.2,395.89999956373225,500.7800004867788,11188.898798669894,13974.507467501122,11188.87806576429,103.779997574787,76.46998852968916,639.269739674859,640.3618162228182,47.46258748228141,47.46,88.4686105450095,90.13870883785157,91.68854535274532,81.33329759395568,79.29374899752328,74.61125538675012,4.597104770969752,717.8970167442072,34.2712270865007,34.925199484516554,11188.898798669894,13974.507467501122,11188.87806576429,940.5548082845876,806.2267161205292,774.7213000627579,52.38405050475833,47.17374651165199,639.8179063319117,640.3618162228182,86.40649017594147
