date_index,horas_operacion,toneladas,au_cabeza,ag_cabeza,pb_cabeza,zn_cabeza,fe_cabeza,cu_cabeza,au_concentrado_pb,ag_concentrado_pb,pb_concentrado_pb,zn_concentrado_pb,fe_concentrado_pb,cu_concentrado_pb,au_colas_pb,ag_colas_pb,pb_colas_pb,zn_colas_pb,fe_colas_pb,cu_colas_pb,au_concentrado_zn,ag_concentrado_zn,pb_concentrado_zn,zn_concentrado_zn,fe_concentrado_zn,cu_concentrado_zn,au_colas_zn,ag_colas_zn,pb_colas_zn,zn_colas_zn,fe_colas_zn,cu_colas_zn,au_concentrado_fe,ag_concentrado_fe,pb_concentrado_fe,zn_concentrado_fe,fe_concentrado_fe,cu_concentrado_fe,au_colas_fe,ag_colas_fe,pb_colas_fe,zn_colas_fe,fe_colas_fe,cu_colas_fe,au_recuperacion,ag_recuperacion,pb_recuperacion,zn_recuperacion,fe_recuperacion,au_contenido,ag_contenido,pb_contenido,zn_contenido,ag_concentrado_pb_ley,pb_concentrado_pb_ley,zn_concentrado_pb_ley,ag_concentrado_zn_ley,zn_concentrado_zn_ley,au_concentrado_fe_ley,ag_concentrado_fe_ley,fe_concentrado_fe_ley
2024-02-08_1,10.8,1951.47696,1.3,609.09,2.66,4.59,9.121,0.057,14.21,8908.84,54.39,9.12,6.23,0.67,0.6,163.47,0.34,2.96,9.08,0.03,1.39,1155.67,1.37,51.83,10.29,0.36,0.55,106.69,0.27,0.2719901380670611,9.09,0.02,2.2542857142857144,808.3557142857143,0.71,2.2942857142857145,38.014,0.0648571428571428,0.4071428571428571,61.388571428571424,0.1728571428571428,0.17,6.7335714285714285,0.0081428571428571,72.15842169171655,91.50163964230067,90.62407331232424,72.98550421789143,23.55674367594313,1.8043315167938545,1087.6114641348338,52.61772879056915,55.05902192161004,8908.827202648206,52.91541705804389,9.252195435363443,1155.1205087960968,54.89299022136432,2.284690805576883,808.2252880607361,38.26851121104188
2024-02-08_2,12.0,1998.6519,1.35,552.38,2.19,3.68,8.772,0.056,15.84,10002.38,44.41,12.81,8.24,0.72,0.6,144.21,0.21,3.67,8.51,0.03,0.79,814.19,0.74,52.07,10.5,0.35,0.5,84.94,0.18,0.26,7.33,0.02,2.2014285714285715,588.0657142857143,0.4528571428571428,1.8071428571428567,38.10857142857143,0.0471428571428571,0.37,48.89,0.1628571428571428,0.2,5.901428571428571,0.0128571428571428,73.16546025900084,92.72582640163382,89.72738690309288,82.74821658909016,27.27282589221362,1.7527994367851822,1023.707343264011,37.26129949847884,73.65041630022552,10002.383955070776,45.02728374635595,12.492106650974248,814.5104584748556,47.31926060500972,2.253624211073879,588.3201518617628,38.03316075240345
2024-02-09_1,12.0,1971.70776,1.1,568.93,1.64,3.19,8.854,0.045,16.46,9130.25,37.86,12.7,8.5,0.66,0.67,201.48,0.27,2.92,8.58,0.04,2.01,1416.34,2.36,50.36,10.43,0.38,0.5,92.66,0.16,0.29,7.65,0.03,2.4585714285714286,802.8542857142857,0.5828571428571429,1.7914285714285711,40.201,0.0475714285714285,0.3871428571428571,47.47285714285714,0.1514285714285714,0.1242857142857142,5.629142857142857,0.0087142857142857,74.56434602027099,93.09601048314774,83.1419930000001,82.14763385551022,26.085232616924397,1.825228123331452,1044.3172345582452,29.560998216614717,64.678078923677,9130.27862821316,36.43097477902007,12.273974249501444,1416.667519438609,41.6245046576076,2.4450731925973,802.8684594927697,40.52402507811772
2024-02-09_2,12.0,2042.97068,1.14,319.69,0.76,1.61,6.311,0.04,20.61,10669.57,40.45,10.72,8.64,0.72,0.48,96.26,0.12,1.7199999999999998,6.44,0.03,1.05,998.93,0.58,48.3,10.97,0.4,0.43,57.01,0.11,0.13,5.73,0.03,2.3328571428571427,613.9957142857143,0.4857142857142857,1.81,37.83114285714286,0.0537142857142857,0.2842857142857143,36.18714285714286,0.1028571428571428,0.1071428571428571,4.109857142857143,0.009,66.47583591670477,89.76430978514014,86.21797237134547,82.70231970200311,21.692604924038307,1.1968297692507592,586.266234666006,16.053779677889292,35.01873912843697,10669.534182778269,37.18631728790458,10.36313404487143,999.1463863269452,42.03325690358689,2.4353763045088805,613.7437193386214,38.31347216645945
2024-02-10_1,11.6,1870.14724,0.95,294.95,0.93,2.22,6.73,0.04,18.37,9100.51,38.39,11.71,7.68,0.74,0.3,89.93,0.12,2.25,6.85,0.01,1.2,865.89,0.64,50.73,11.3,0.46,0.45,43.24,0.09,0.24,5.87,0.01,2.2357142857142858,545.9842857142858,0.4700000000000001,1.9342857142857144,37.98157142857143,0.051,0.2542857142857143,33.65,0.1457142857142857,0.1371428571428571,4.530285714285714,0.0088571428571428,74.85907238759357,89.68139523842615,86.89667846608984,84.8269022545423,10.795373080828616,1.030852793784958,494.6825133747704,15.991135588933098,44.97562610827848,9100.470980139611,37.58011591341369,11.392517868058334,866.2561949824627,43.3822931406091,2.165285472795488,545.354699615798,38.3366491064896
2024-02-10_2,10.9,1888.42412,0.95,582.3,1.07,2.97,7.472,0.041,20.38,10562.75,37.93,11.99,8.83,0.72,0.3,104.59,0.15,2.92,8.25,0.02,1.0,640.3199999999999,0.48,51.13,11.3,0.35,0.45,58.58,0.15,0.32,7.61,0.01,2.2457142857142856,535.8000000000001,0.4228571428571429,1.4614285714285715,39.97714285714286,0.0557142857142857,0.2942857142857143,39.09428571428571,0.1428571428571428,0.1342857142857142,5.154285714285714,0.01,86.64168544385142,94.33106613424972,89.20042356004934,81.9181810615862,18.70336950011177,1.8295139306278696,1037.292097338983,24.83616618070153,60.11178817692478,10562.774866708063,28.792341706840997,11.429102611556804,641.052180032655,42.22868162182172,1.976978547691962,535.1499625668586,40.521195845165
2024-02-11_1,11.2,1944.57092,1.13,340.47,0.94,2.11,6.647,0.037,21.28,11587.3,40.01,11.8,8.13,0.68,0.55,105.27,0.13,2.38,7.8,0.03,0.75,686.99,0.47,51.25,10.91,0.34,0.45,62.24,0.15,0.26,7.29,0.02,2.1228571428571428,452.04,0.3957142857142857,1.48,36.99428571428572,0.0499999999999999,0.2514285714285714,34.14285714285714,0.1628571428571428,0.1485714285714285,4.848571428571429,0.01,72.66299478483288,91.46821929809516,83.55432399694632,85.16569877493855,31.11318561898233,1.2662430864226264,605.5818667393046,15.770986249388596,50.22832001937952,11587.279298455893,39.592744058089615,11.32000081653771,687.7916516582173,38.336517905874906,2.303579355483361,451.9180206557946,36.99828583634296
2024-02-11_2,11.5,1970.24289,1.36,515.42,1.26,2.87,7.914,0.041,18.75,10874.56,44.26,11.14,7.59,0.68,0.55,112.49,0.13,2.63,6.9,0.03,1.16,800.95,0.59,50.68,11.41,0.34,0.44,60.47,0.11,0.25,6.29,0.02,2.27,610.32,0.4457142857142857,1.39,40.9,0.0571428571428571,0.31,41.95571428571428,0.13,0.1085714285714285,5.057142857142857,0.01,74.33336616053475,92.95206123421836,91.21725070964376,84.11462038876002,17.4254567837908,1.738166416269708,943.9305913863798,28.880606029285754,57.85805291416749,10874.549247958588,39.15184713822565,10.846731146771518,801.4971867895551,43.45924762337688,2.3425780137779117,610.2624375570657,41.13554666690067
2024-02-12_1,12.0,2043.30252,1.16,433.34,1.44,3.11,7.715,0.038,19.03,10782.99,44.3,11.73,7.88,0.53,0.58,113.55,0.16,3.02,8.17,0.03,0.8,676.16,0.53,51.88,11.5,0.3,0.5,83.59,0.14,0.32,8.36,0.02,2.35,551.4242857142858,0.5742857142857143,2.45,36.79285714285714,0.0728571428571428,0.3214285714285714,44.58714285714286,0.1685714285714285,0.2128571428571428,6.038571428571428,0.0128571428571428,73.22649484440299,91.25294496642172,88.46764751531836,77.4580480858564,31.14658154968876,1.6240506184575156,807.9943775713916,26.872210896704907,51.56217308429141,10782.990188602214,43.87806138723135,11.67767512067194,676.2864410044468,51.46428550423533,2.437293205340925,551.4314379944317,36.42604439729536
2024-02-12_2,12.0,2138.20984,0.94,521.45,1.54,3.07,7.925,0.036,16.27,9594.55,47.21,10.18,7.15,0.43,0.4399999999999999,124.75,0.22,2.95,8.21,0.03,0.95,765.15,0.86,52.61,10.54,0.32,0.39,74.19,0.18,0.31,7.58,0.02,2.21,642.96,0.5242857142857142,1.4371428571428568,41.35714285714286,0.0514285714285714,0.3471428571428571,46.77571428571429,0.1414285714285714,0.1271428571428571,5.661428571428571,0.01,74.45537568443689,92.40022337606528,89.5328920967541,84.3042990686441,21.89584875724328,1.6893758722365453,1030.234322330587,37.85380420007121,68.53844403383091,9594.570807129196,42.2608722927061,9.890402374190968,765.745518970678,45.760747380440975,2.158838181029245,642.8259168976194,41.62109402491361
2024-02-13_1,12.0,2144.19281,1.83,538.33,2.03,3.63,7.515,0.053,14.29,9339.84,47.69,10.78,6.29,0.42,0.59,130.79,0.15,3.6,7.15,0.03,0.99,716.17,0.65,52.58,9.52,0.34,0.2899999999999999,76.89,0.15,0.42,6.54,0.02,2.367142857142857,698.4214285714286,0.6528571428571428,1.9657142857142855,37.46,0.0671428571428571,0.33,36.64428571428572,0.1414285714285714,0.1371428571428571,4.75,0.0114285714285714,80.0888750480755,94.404517710143,92.07102968565316,84.2582017246288,28.51043484557748,1.9231223540051008,1089.695606949822,43.95487015682813,80.56394066150978,9339.810667479487,46.32183962706908,10.502589298462205,716.7348025707428,46.66868288789621,2.1793783337126134,698.4995113676842,37.5860153907888
2024-02-13_2,12.0,2050.62956,1.04,449.12,1.54,3.15,7.148,0.052,14.78,10228.5,46.81,11.64,6.49,0.46,0.64,162.2,0.21,2.93,6.98,0.04,0.79,755.64,0.81,52.41,9.44,0.35,0.4,74.17,0.19,0.42,6.54,0.02,2.327142857142857,638.8585714285714,0.58,1.367142857142857,41.51142857142857,0.0442857142857142,0.3042857142857142,42.32142857142857,0.11,0.1142857142857142,4.922857142857143,0.01,71.44871400626046,92.45142017156836,85.7894126273693,88.7095031153065,26.385797886438915,1.3311386999456567,851.457916365579,27.305593929722725,78.76663303347287,10228.602566289926,46.71670354887132,11.257738700874356,756.8470452873714,45.78282602233539,2.388973309209806,639.0080524822088,41.315106619929686
2024-02-14_1,12.0,2102.86328,0.99,402.23,1.29,2.49,6.884,0.031,19.76,11293.07,41.8,10.17,7.65,0.5,0.53,100.52,0.13,2.45,7.58,0.02,0.76,684.65,0.65,51.25,9.99,0.29,0.45,58.46,0.13,0.41,6.18,0.01,2.2785714285714285,563.5571428571429,0.4471428571428572,1.5042857142857144,39.08857142857143,0.0471428571428571,0.2842857142857143,40.78285714285714,0.1342857142857142,0.13,4.75,0.01,69.46189010742702,91.10744355327728,88.08016682075423,86.09485518759949,18.350454004750038,1.3945283313863537,770.6183689254876,23.740554103362744,57.93374894345873,11293.074594841592,41.88122058368392,9.899057670102763,685.422751368947,42.20553763806636,2.3825487166696453,563.358104426799,39.48832515331541
2024-02-14_2,12.0,2145.60906,1.24,471.73,1.36,2.89,7.292,0.031,19.15,11380.66,42.12,11.44,7.72,0.61,0.4399999999999999,84.77,0.13,2.65,6.7,0.01,0.77,609.01,0.59,50.19,10.62,0.27,0.35,85.89,0.1,0.32,6.68,0.01,2.1885714285714286,546.8885714285714,0.4242857142857142,1.455714285714286,39.84,0.0557142857142857,0.2942857142857142,41.83571428571428,0.14,0.1314285714285714,5.034285714285714,0.01,78.4930578290076,92.16669479300432,92.0360833840477,81.69644482913112,44.03792330379684,1.8344352054469557,932.8636795939852,29.743245422284318,51.56217308429141,11379.059382564888,40.46608677406542,12.460107882534984,615.198701266802,49.41061648455441,2.0408754470977266,546.7701039263001,38.22212447533222
2024-02-15_1,12.0,2123.11808,1.49,582.66,2.03,3.29,7.838,0.032,18.89,11491.01,42.32,10.19,7.68,0.54,0.4399999999999999,88.54,0.12,2.48,6.36,0.01,0.74,615.85,0.63,51.63,10.45,0.28,0.4,58.68,0.16,0.33,7.29,0.01,2.178571428571429,506.2685714285715,0.6242857142857143,2.2457142857142856,37.23857142857143,0.07,0.3185714285714285,38.72571428571428,0.1471428571428571,0.1685714285714286,4.881428571428572,0.0128571428571428,77.59643385365383,94.23953825241117,92.390064840091,78.57643029252387,21.179492373203853,2.094585173669284,1165.795849039422,39.14330718850149,53.74349295062835,11490.986074860028,42.5450343903772,10.214554249218349,616.3517354313997,49.42136069277797,2.198797209624753,505.6942726467951,37.658707992923965
2024-02-15_2,12.0,2043.81765,0.79,565.58,2.55,3.42,8.097,0.031,13.55,9883.53,47.87,10.54,6.87,0.42,0.34,125.64,0.2,3.13,7.82,0.01,0.6699999999999999,671.69,0.74,51.42,10.66,0.3,0.3,81.07,0.18,0.34,8.0,0.0114285714285714,2.335714285714286,666.7342857142858,0.8128571428571428,2.507142857142857,40.55828571428572,0.0547142857142857,0.3642857142857142,50.82714285714285,0.1628571428571428,0.1885714285714285,5.924428571428572,0.0102857142857142,76.6073016255792,92.45508801392852,91.17557916099176,81.69644482913112,22.260047012341172,1.4221723779699973,1068.7275448171938,44.73610136036635,67.35838052034799,9883.549303234066,48.54883192456341,10.314375344660109,672.2955482928406,45.78282602233539,2.1088373345630127,666.5881443869442,40.685331630829126
2024-02-16_1,12.0,1906.23181,0.97,455.14,2.0,2.85,7.75,0.027,13.92,10555.85,47.32,10.83,7.08,0.53,0.39,105.96,0.15,2.48,6.91,0.01,0.79,883.63,0.78,52.03,10.67,0.31,0.24,76.63,0.14,0.23,7.05,0.01,2.2785714285714285,563.5571428571429,0.4471428571428571,1.5042857142857144,39.08857142857143,0.0471428571428571,0.2842857142857143,40.78285714285714,0.1342857142857142,0.13,4.75,0.01,78.13618067571335,92.22606458302688,91.00985533854735,76.69184220257553,34.5135366098174,1.224075033899458,800.155501372928,30.895515355981345,36.30930019056555,10555.83738092738,48.50444871099606,10.978914103837411,883.3151549727462,54.19918015502592,1.9280540157255412,563.5962216121794,39.09985875694538
2024-02-16_2,10.9,1848.25896,0.82,388.62,1.63,2.27,6.636,0.015,16.76,11653.29,46.01,9.25,7.04,0.57,0.35,92.39,0.13,2.2,6.4,0.01,0.96,888.56,0.8,50.13,11.31,0.31,0.2899999999999999,66.88,0.16,0.35,6.5,0.01,2.39,569.1857142857143,0.4557142857142857,1.6157142857142857,38.63142857142857,0.0442857142857142,0.3,39.63142857142857,0.1228571428571428,0.1242857142857142,4.58,0.0095714285714285,72.49183557624522,90.86742707192336,88.99342655991711,77.87572188536238,28.74367921082244,1.0561485473463896,652.6738294825631,22.54508969157665,29.358500034331023,11653.28390238222,47.604886817230216,9.334484530762062,888.2786037306537,52.49133478757744,2.199008435898712,569.1177953397876,38.69709642036194
2024-02-17_1,12.0,2140.34214,0.91,335.99,1.08,2.1,6.027,0.03,17.33,10802.49,42.44,8.71,7.59,0.5,0.29,73.71,0.0799999999999999,1.8,5.42,0.03,0.69,748.13,0.55,49.23,11.63,0.2,0.38,44.21,0.07,0.18,5.48,0.01,2.412857142857143,636.1642857142857,0.5900000000000001,2.455714285714285,36.30828571428572,0.0572857142857142,0.2785714285714286,31.14142857142857,0.0857142857142857,0.0942857142857142,3.79,0.0085714285714285,73.45678599496716,91.52455808342198,91.83010519827538,84.13641896215849,13.87519553486008,1.129375850598545,658.1838098248164,21.957658796148134,40.29944674488395,10802.463062063323,41.9649495920065,8.659590079004186,748.4513194595287,46.07819421686428,2.301538450619026,635.3811115733367,36.77964271004984
2024-02-17_2,12.0,1973.65428,2.17,358.32,0.89,1.98,6.017,0.03,21.35,11711.46,41.24,9.33,7.84,0.6,0.43,74.13,0.1,1.84,5.8,0.01,0.74,742.93,0.56,49.19,11.98,0.3,0.34,49.8,0.08,0.2,5.5,0.01,2.6785714285714284,560.5642857142857,0.6771428571428572,2.2985714285714285,34.52014285714286,0.0624285714285714,0.3085714285714286,32.144285714285715,0.1028571428571428,0.1114285714285714,4.234571428571429,0.0092857142857142,70.68958805766614,91.83772737998052,89.88503167987623,80.38733511378133,19.040289898063342,1.33519950157281,649.4762319969933,18.512925303098267,32.73229953929042,11711.280774368246,38.40977771246565,9.2914492798001,742.9858965243357,48.43491433726392,2.6778723060422607,560.4239186629814,34.746586699808496
2024-02-18_1,11.4,1890.53,0.95,373.95,0.99,2.16,6.512,0.028,24.34,12827.59,41.73,10.32,7.95,0.56,0.34,80.34,0.12,2.04,5.67,0.02,1.86,824.6,0.71,50.13,11.31,0.32,0.4,53.22,0.1,0.26,5.33,0.01,2.4985714285714287,588.5057142857142,0.5,2.041428571428572,36.68542857142857,0.0522857142857142,0.3042857142857142,29.017142857142854,0.0814285714285714,0.0985714285714285,3.992714285714286,0.009,74.63460120865224,93.00206915448705,88.847091137208,78.68477256435754,25.68751215418529,1.3564229636750464,657.4908634960366,17.756825074978384,29.787698668424824,12827.57768731562,40.77810472402828,10.389593801184144,824.4141567302634,45.8611306789241,2.399732428614469,588.5397347674477,36.82949744458816
2024-02-18_2,12.0,2030.56,0.94,486.49,1.43,3.13,7.497,0.027,17.14,13557.38,46.97,8.94,7.05,0.5,0.35,98.12,0.15,2.98,6.79,0.02,0.88,642.63,0.56,52.55,10.54,0.29,0.2899999999999999,64.65,0.11,0.27,6.57,0.01,2.2,560.4757142857143,0.4285714285714286,1.38,40.35285714285714,0.0528571428571428,0.3142857142857143,42.17285714285714,0.1328571428571428,0.1285714285714286,4.851428571428571,0.01,74.0042929706133,92.41269664902936,90.19584913026564,86.72548179023838,23.55242431280965,1.3010370140666925,912.896176300022,27.223065861170497,58.35959109927229,13557.370866623298,46.46184144455038,8.901730303105268,642.8702107374835,51.12743146881605,2.0778187969580872,560.3894334981443,40.61412571656712
2024-02-19_1,12.0,1906.39,1.28,532.49,1.24,1.98,6.744,0.037,29.04,17792.51,43.08,9.17,8.36,0.67,0.4399999999999999,99.52,0.12,1.97,6.38,0.01,0.94,780.05,0.69,51.05,11.09,0.3,0.39,66.88,0.11,0.25,6.26,0.01,2.7785714285714285,622.8499999999999,0.4171428571428572,1.9814285714285715,36.044285714285714,0.05,0.31,33.72428571428571,0.1242857142857142,0.1385714285714285,4.687142857142858,0.0114285714285714,78.12223297183813,94.43599915481347,88.59692900478176,81.93926741875825,28.422822958017047,1.390225423003547,766.9152209482197,16.222272931681335,30.67381652084784,17792.49170295743,43.46666896692583,8.956102775821385,780.5222709384711,45.07764173779851,2.6900769724564872,622.9318553951546,35.897329038185696
2024-02-19_2,12.0,1769.98,1.06,504.08,1.18,1.43,5.622,0.023,29.27,17782.11,47.25,7.36,6.78,0.61,0.4399999999999999,91.93,0.0799999999999999,1.24,4.85,0.01,1.74,1253.09,1.11,46.57,12.2,0.33,0.38,67.97,0.07,0.19,5.13,0.01,2.7414285714285715,721.5542857142857,0.6114285714285714,2.34,35.38,0.0547142857142857,0.3185714285714285,35.065714285714286,0.0799999999999999,0.1057142857142857,4.209,0.0105714285714285,75.43552683404684,93.66201352267484,92.04323660036908,71.89205873319582,29.20714369991816,1.468929945879108,835.6632728661061,19.4293312946676,16.731612197994302,17782.11497515646,47.115799543476975,7.4227534393682415,1253.0276372889932,47.86940699147517,2.663540719390503,721.7754966060112,34.71437959752207
2024-02-20_1,12.0,1906.39,1.22,409.05,0.86,1.2899999999999998,5.914,0.03,33.96,16841.24,36.46,10.11,9.71,0.63,0.49,68.73,0.06,0.9899999999999998,4.87,0.02,1.66,1089.51,0.49,49.66,11.38,0.35,0.39,60.35,0.04,0.12,4.71,0.02,2.757142857142857,796.42,0.7171428571428571,2.34,36.128142857142855,0.0601428571428571,0.2971428571428571,34.48714285714286,0.0642857142857142,0.0857142857142857,3.671,0.008,72.92942619472348,92.08546202112686,93.11726793233942,78.68477256435754,23.65643441283998,1.546006469058827,718.0905643485378,14.389503750420396,8.129653903163579,16841.19274689874,37.20010800979887,10.631715416585276,1088.2421247182344,53.38203452601954,2.8248253068097138,796.4288904241413,36.340124048563936
2024-02-20_2,12.0,2000.23,0.99,362.69,0.97,1.5,6.78,0.045,34.32,16638.61,40.02,8.76,8.97,0.9,0.45,66.75,0.0799999999999999,1.23,5.08,0.02,1.57,984.84,0.65,47.05,11.38,0.36,0.4,51.27,0.06,0.13,4.7,0.02,2.8128571428571427,762.6085714285714,0.7042857142857143,2.3571428571428568,36.53957142857143,0.0601428571428571,0.2885714285714286,31.54,0.0571428571428571,0.0728571428571428,3.4324285714285714,0.008,70.65507968573458,91.82766675037225,90.66985121688823,73.96591565953237,19.31170649078842,1.4219687050380176,666.1761306168144,14.888856409043056,16.501338316451623,16638.602122937482,41.68205151142924,8.96101673571382,984.3051567019968,50.62736734681254,2.8769925490526087,762.3520210055563,37.17072841720439
2024-02-21_1,11.6,1848.01,1.14,485.19,1.54,2.98,6.903,0.037,31.78,14773.85,44.33,9.38,8.46,0.83,0.4399999999999999,75.06,0.0799999999999999,2.33,5.31,0.02,1.77,1010.55,0.64,49.15,11.31,0.4,0.38,52.82,0.06,0.13,5.49,0.01,2.591428571428572,573.8,0.4142857142857142,1.907142857142857,34.184285714285714,0.0471428571428571,0.3228571428571429,36.02428571428571,0.1028571428571428,0.1257142857142857,4.69,0.0114285714285714,73.04677935611588,93.12612660599666,92.39289161598678,77.4138038581268,17.414091085879882,1.4969570511287444,835.002350893381,18.721675040522108,22.736688620870154,14773.816885384262,46.86943958677857,9.63982707031292,1009.4613254411618,54.08957830079795,2.591411033114441,573.8698600111601,34.19072485076248
2024-02-21_2,12.0,2017.94,1.04,447.47,1.39,2.46,7.652,0.031,23.17,14400.78,39.69,9.09,8.34,0.71,0.45,83.58,0.0799999999999999,1.86,5.92,0.02,1.13,997.81,0.53,52.48,11.07,0.37,0.35,57.03999999999999,0.07,0.17,5.73,0.02,2.4785714285714286,639.5285714285715,0.5542857142857143,2.322857142857143,36.03828571428571,0.0565714285714285,0.3114285714285714,35.457142857142856,0.0828571428571428,0.0928571428571428,3.9512857142857145,0.009,71.71006360443442,92.76377155260472,92.28723708410152,79.08458387628666,21.195781385719727,1.438333529996146,837.6268131103577,21.329205492343377,30.45235136499361,14400.76794206978,41.58666146562373,9.256349040403633,997.5716383054578,54.87472528269354,2.4706667269058875,639.1840630338987,36.79067571197623
2024-02-22_1,11.6,1846.15115,0.89,430.29,1.63,2.77,7.292,0.035,16.87,12375.39,45.75,10.7,7.4,0.53,0.35,75.77,0.1,2.36,5.95,0.02,0.78,635.3800000000001,0.38,51.4,10.19,0.24,0.2899999999999999,51.56,0.09,0.17,6.2,0.01,2.282857142857143,612.3857142857144,0.4785714285714286,1.7814285714285716,38.62585714285714,0.051,0.3085714285714286,39.591428571428565,0.1042857142857142,0.12,4.436,0.0092857142857142,69.02418858527105,91.6145773340658,92.80628047935724,82.0799931315726,12.63916161027286,1.059684515761267,727.768226794688,24.977608502116286,38.88219732425387,12375.375207748188,46.93903213772238,10.774032263647616,635.2593404944012,52.29066994767235,2.2536831566751023,611.454810271332,39.059303446537726
2024-02-22_2,12.0,2018.20866,1.78,524.03,1.42,2.16,6.99,0.035,25.52,15564.5,45.82,10.77,8.0,0.53,0.49,93.32,0.12,2.1,5.94,0.02,1.27,918.21,0.65,50.9,10.88,0.32,0.39,65.39,0.1,0.17,5.94,0.01,2.42,517.6142857142856,0.3614285714285714,1.524285714285714,35.707142857142856,0.0442857142857142,0.29,37.15,0.1171428571428571,0.1271428571428571,4.145714285714286,0.0114285714285714,78.09414562298991,93.72562652732664,91.1185454026768,77.47638952939707,31.58428628680589,1.8967870772641016,991.2439960505404,25.82233747015617,33.430633473260414,15564.430694830804,45.95851932118936,10.782660663521256,917.977000042101,52.01236103975593,2.452775485934695,517.6433301756141,35.82082047865961
2024-02-23_1,12.0,2033.7954,1.55,465.3,1.2,2.12,5.895,0.033,33.17,16790.44,44.28,10.01,6.95,0.7,0.4,76.88,0.11,1.45,5.13,0.01,1.6,998.72,0.68,47.97,11.59,0.44,0.35,58.53,0.11,0.15,4.79,0.01,2.527142857142857,639.7142857142857,0.6128571428571428,2.111428571428571,35.437285714285714,0.0551428571428571,0.25,29.785714285714285,0.0771428571428571,0.1057142857142857,3.718571428571429,0.0094285714285714,80.39512411199838,94.15826900233432,90.27505280583374,70.46450657506502,29.98456397408122,1.9479373934511783,891.0432411042361,21.156034201023974,20.00114128118438,16790.363278642904,44.76024895467069,10.327233370294778,998.2286815134678,51.55861936983984,2.5557960893223157,639.8934169700615,35.311980755058016
2024-02-23_2,12.0,2088.53064,1.0,432.22,1.47,2.24,6.512,0.036,19.18,14773.85,47.7,10.18,6.09,0.73,0.35,110.74,0.11,1.78,5.66,0.02,1.6,1132.85,0.76,50.03,10.43,0.37,0.3,62.44,0.1,0.17,5.65,0.01,2.354285714285714,578.95,0.5271428571428571,2.274285714285714,36.365857142857145,0.056,0.27,33.09571428571429,0.0971428571428571,0.1071428571428571,3.9204285714285714,0.0088571428571428,75.27183385780886,93.23299541479524,89.4249341748704,83.05778091457144,30.86651294612842,1.2968381686023056,841.6186451765783,22.613750179469505,41.533690088046384,14773.816885384262,49.385889469609126,10.121016561272247,1133.1880918845811,45.0741491195939,2.1920567881167123,578.9697476117806,36.46489656484158
2024-02-24_1,12.0,1884.0184,1.05,404.46,1.38,2.35,6.786,0.037,20.19,11154.27,41.58,11.83,8.46,0.87,0.45,77.29,0.12,2.25,6.19,0.02,0.8,851.38,0.61,51.06,10.39,0.4,0.38,47.94,0.11,0.23,6.2,0.01,2.217142857142857,569.9928571428572,0.5257142857142858,2.17,38.365857142857145,0.0602857142857143,0.2542857142857143,34.64285714285714,0.1285714285714285,0.1242857142857142,4.257571428571429,0.0088571428571428,83.64736986405603,92.19134314729712,90.4803680940116,77.74155494500985,15.105946949058618,1.344626350192429,702.507331195509,23.228671403143856,34.62029599173912,11154.242330792918,41.74323497657819,11.82163983689856,851.1517472134819,51.82380049687581,2.028329738788206,569.126705768617,38.91737816030441
2024-02-24_2,12.0,1868.57631,1.05,391.41,0.93,2.02,6.438,0.03,18.98,12807.05,47.39,10.04,7.68,0.78,0.49,78.92,0.09,1.83,6.58,0.02,0.8,695.22,0.4599999999999999,50.86,11.31,0.36,0.38,50.58,0.09,0.18,6.38,0.01,2.27,605.2814285714286,0.5314285714285715,2.055714285714286,39.297285714285714,0.0574285714285714,0.2642857142857143,35.285714285714285,0.12,0.1157142857142857,4.457571428571429,0.0088571428571428,82.5221010439728,91.81886251465076,90.95268562656786,83.00477546667753,16.078924862145634,1.1106907185617385,671.5442962592408,19.8014367175212,36.56898939554918,12807.00944083924,43.16311033082955,9.86731039911374,695.6702437174565,45.672241372100814,2.0243755887345327,604.5602132094203,39.75330976132798
2024-02-25_1,12.0,1897.33516,1.1,355.42,0.92,1.89,6.729,0.029,25.91,11860.52,41.08,11.96,9.27,0.65,0.49,81.84,0.1,1.88,6.14,0.02,0.76,769.57,0.56,48.01,10.91,0.34,0.34,48.93,0.08,0.18,5.45,0.01,2.3728571428571428,588.6342857142857,0.4871428571428571,1.912857142857143,37.66257142857143,0.0579999999999999,0.27,33.73428571428571,0.1014285714285714,0.11,4.088428571428572,0.009,72.62225810242785,91.39490899399662,89.54213723746251,81.79968162427977,16.73868481369744,1.3610169792601063,616.3223571529393,17.366027135122607,36.07206868943152,11860.519702266716,39.406567242054045,11.634792922536588,769.8632748844409,42.63972634056535,2.431815297565777,588.3034332143701,38.14238499937305
